PAN_no,income,cibil_score,bank_account_number,card_type
vBRi7898v,612966,833,ZLSM33734833025647,Credit
Zzbo7532o,654246,632,CHRR43926683301100,Debit
Gkhx2309T,1120287,724,YHXC34642487197272,Credit
NdMd0648Q,990708,724,CTPC29127551096632,Credit
ACyh1001J,875896,849,CHXK05600703836582,Credit
SROa4723t,1038458,739,YHUA64332857005029,Debit
NMSi6184A,955838,620,FJOP28092699661240,credit
shYg1891F,597224,608,RKFD93914729702073,
HmwT3934A,,728,QYAK36278951751177,
FnSE4208v,777812,672,EQJZ98050070061180,Debit
hKQF3001j,736760,833,CXYQ38694844777287,Debit
qPoD1811s,424448,708,ZDKL39175768364937,debit
lcsx4701Z,685864,738,KNVN95306660588173,Credit
Wcai5611Q,1030146,829,GSDR36923666496149,credit
NrUf2557x,504247,664,YBLV05035798474200,
zDry5216S,335677,770,EBKC11919876053465,credit
iSUd7621k,328089,637,PAXC51889542792873,debit
ZKRC1697l,774771,685,ZAQC60872329922803,debit
bRUi9659E,1031489,627,YVBE17565470239233,
ceqP7167u,630548,833,KJFV99851422926424,debit
oQvH0899H,480522,698,WSDY81624759394600,Debit
EwQR9163P,653745,738,SGUK33312375961109,credit
daPk6289G,,654,PMQR84584689051774,credit
WFup7721v,676383,828,VUQP81922298870092,Credit
JPyz4083p,860611,789,GHYH87587956988983,Debit
CfFC1779u,1007010,625,KQPS23274518292726,debit
zAcJ1701J,685665,604,TMPH12903970540512,Debit
OtGJ0199n,692590,820,ZIKC34271114462002,credit
oDvJ7550X,601121,740,HQLH32881635081282,Credit
TChg9975W,933493,675,NXSX50484479211216,
OZsJ3055H,785151,843,QEMJ31946135411834,
FiTV5102U,635214,701,MJLR76674478324500,debit
mmhz6149n,522737,688,QMBV22993715389911,Debit
WAcO7351R,787781,697,GYII02444814614164,Debit
QLGi9177F,654588,773,JNTV59775277698136,Credit
BLEG0808X,558388,667,NBBF20455068199670,Debit
gyQM2922M,750789,760,TWAD41439153401140,debit
MSWp5866r,448092,782,HHBZ29634454552239,Credit
ZiiA6547M,,646,OSKX64938334047535,credit
TVJO8485n,463561,649,XTOT73898411670363,Debit
RwRi3394T,446546,645,UZEY82112004496953,Credit
ThWw2885J,683737,679,PSOU00849109767927,Credit
RVIs7996B,699563,787,LJVZ66587322583014,Credit
yjdQ0810d,979701,837,YAFA27198526447523,
Rqjd3424S,707419,822,RPCB93551383501483,Debit
wCgN4380R,932967,694,HSUX02341088732697,Debit
pGYY8386Z,645302,831,VPSV93947622477773,credit
AYRu4066J,,664,FJDC92096075862522,credit
NXCo0043O,558391,835,GYOB24180550181141,Credit
mXUm5989s,,682,JKIO19092808193643,Debit
lVGh7212y,814739,818,DKVK44010454601108,credit
qikL0648q,,665,KIGD65274387715019,
cjuM0572d,683012,622,YOHY73734699470267,Credit
JweY9479T,691483,780,CIPV72682178640387,Debit
HeYG5832k,784592,806,FEJL42892652248239,
fwon6886Q,699630,755,RJSN77497464075122,
nWNH5554E,449956,620,YPYF56094508205942,debit
CpPN8015N,725296,653,HLFN69880261317325,Debit
Yhyq3056I,924861,804,NCDT78075155857757,
GZGC4085F,1089165,686,KZTF73518207973505,credit
Gfgk0435X,694721,800,FKLM19997904811484,credit
nQOX8801n,407391,675,PAHT54053644972900,credit
SVXB6138P,399576,694,CEYD79715178733942,Credit
Tvcf1207e,974641,784,JZOT22807758943493,credit
eKoq0248A,591101,678,NNPI87381271632827,
ubyR6766h,595282,647,WURW38624598262333,Debit
WVLc8091S,933757,647,IAGC75675828213890,Credit
sYRt1581M,1023948,713,HPMG42782770159794,
zQbE1476k,957094,636,ILYK65864547108841,
YZIs8326O,806577,702,RNMR78299573951072,credit
JJjh2450c,792567,628,IKXT69605934816147,debit
IJft0996n,631241,740,TIPQ37779048642814,Credit
jklo5368N,722162,818,NZNI79865658982689,debit
QZKd4312W,718717,662,REMM17291324171737,
sQeq8781g,499702,636,ESAU02278322283665,debit
wiQP3975p,315787,734,ZSVF69655504705307,Credit
muFC1491v,528785,678,OSDQ50605366597928,Debit
KKxZ9492u,602342,785,PMEX31146485216392,credit
pYoT6205V,811180,741,FCSC38865637733078,credit
RUvE6452D,527546,744,ONIZ98636370779285,credit
JglP7547M,541825,825,YIQI57529342873452,Debit
mqUO1428e,666621,816,CROX93885792296779,Debit
LLzX1080L,436940,651,JIJE54563001352676,
IIEP3084X,487512,835,ZEAO10353233934771,Debit
XLUs2563i,670900,828,MSRX92210423776156,
zxGa7881Q,989057,690,JGSG72596761116013,credit
iCkl3928K,642046,744,NIJD40378478743923,credit
coWF9275o,797084,749,GOIH33087742939569,credit
cQnH1453Y,842667,766,OABW18102027012332,
ccPu5677g,834320,728,ODTE28367756786958,Debit
IKly8449P,677153,695,RUPG06635506392899,debit
Hqyo6591H,688018,628,RFAC77199312273968,Debit
YEMa6557G,391513,615,PGZD27471260887286,debit
eGPr2723n,562288,795,IIFI77450786392942,Credit
MThQ2225o,729424,623,NNUJ97135114846784,credit
REEn6517L,718278,716,LUAJ96639336343688,
ciKL2603k,716985,720,PMZI33968556954243,
jdkq2809l,695322,616,VUYR67062596619113,Debit
ObUU8699Q,446948,631,CGTS65968490530185,
MEEk4137o,675404,671,VETD53648736708432,debit
XlNQ6929G,633857,710,KERC42943849129846,Credit
MLeo4257y,374740,714,FACS31983266642988,Credit
mHGR6210A,909236,636,SWBR08398934550918,
ENMc2912Y,,819,JWOT00848535026808,credit
EQiM8811I,861774,701,MJHN89406907458960,Credit
xcSH0686B,536560,842,MAWC40663431694421,Debit
LZVW3765S,335772,680,KOWB13789652027607,Credit
qEXo9162f,741721,837,XSWX19620897719511,debit
qmaT4986V,939650,786,QZZW98841133224379,debit
HayP0981n,337360,720,QUCY81506120455864,Credit
jBPL5651q,627073,754,PCIZ50588829602450,Debit
xNrR4869z,617731,648,ZMCA06532318814897,Credit
ElxJ3688J,723295,727,KKQO18804117755613,credit
wXTz7449V,443354,645,WEUD25492529693857,credit
YSkg2137n,546088,843,SFJX31880140119901,credit
NSRT8658d,966845,782,EHFU65584665592807,credit
jEMB2601f,240701,788,VNUI44090828787884,
fMcU1435y,855017,626,SMMG29486682119699,credit
TMdX6984l,929959,741,CEXL89545764841351,Credit
QZHs7703m,684993,788,AKGL65099814782086,debit
SoNk0988R,590113,722,BVIR45673186916709,credit
kfrX0530z,463805,817,OTDD54753375656662,credit
mHaV5669T,693895,788,ZDIH73254316644331,Credit
UJLw1184w,438474,724,LXQB44116790450363,Debit
DzKa4393q,736868,766,PUEU52611728379867,credit
JeGs2681v,507301,663,ZFZM10315651847604,
YKqS1848C,535871,689,QXGW06847576555591,Credit
WvXD6973R,1038270,757,SZEA89429987961785,credit
hqey7907O,714225,692,NEVC72792841593110,credit
wHIa3356S,648391,775,JGWR10608564146454,credit
zRVv4341e,432468,602,GECR64150281473523,credit
wnKr8275l,958045,729,MUJF18800283286713,Debit
Vpqn3733o,680907,670,SSJX16698254396726,Debit
jXgh3395f,855615,781,XDSB47938009127579,Credit
cExN7908u,732112,828,KSGB32089772075404,Debit
lWGr7947z,753737,778,KYJU72633138502130,credit
HZBE3920I,983272,752,SJPM02682977446962,Credit
RXlD0856h,437534,657,NWND71795161616976,credit
aRny8750L,766007,822,KXFV31840931083798,Credit
qlJq1559p,335280,697,KULS04082089817969,Credit
xlFB4795n,849465,673,QYLS83844390636736,Credit
rClK6556i,653415,710,JYIK81315515462516,Debit
ZpJB9314y,876449,697,JXGE86238867315980,credit
ZalA3227F,439207,756,SZDM75910720862422,
YFtq2885J,831936,703,AVOV43929616975911,
Skdn9061q,703689,609,QRBH51844780138326,debit
qxxJ7175J,457752,629,ETST26242730920098,debit
hwRM4506m,743925,849,VQCI04584281122356,Debit
Xswu9982R,,722,GCKR46224298313402,Debit
yNsD8771O,422070,678,OLUG74896156846901,credit
ONKz2256e,800921,601,LMUH49880822514692,credit
uuPs1253T,785183,744,QCXG87066248243434,debit
CXxV4964L,990929,697,QNJA33681766841096,
lbiU8762p,206075,811,JZUE81676943872134,debit
zgge4132E,667705,696,LJXS98083388015585,
HWfg8006q,672769,708,GIJA70182125474414,Credit
topV9216s,995401,646,WGOK32512156433557,Credit
kbcQ7228w,395092,639,JYAH20225592153153,credit
rJCi5778S,690322,663,EOLE29926734875930,credit
DOVO8299K,921551,668,FMAU14849451950421,Credit
wEIo6884Z,921532,842,RMYG80578957917877,credit
Aqjt1745a,636246,706,CIYP93746585129592,debit
sEIa0825S,829823,632,GYYF23115378339195,
XBZs7740M,655864,746,DCGF26277236540156,
mAJB3085z,632135,788,TTYM94742508382324,credit
oqfB3266O,436677,775,GMNX46286404946727,Debit
sPVI3894Z,1221820,715,IGQV21605415534618,
lish4631O,756563,752,NLDU38871381811812,Debit
SNFm7974u,467295,628,GSZG20428326005870,
blgs0208r,389970,684,KAYE06488765187068,Debit
fjaF2703n,708848,630,HHJA09650941348286,
xDSY5647c,795423,781,ZHBK61029272689407,Debit
rXze5120I,638151,785,ZBKV32106480336066,
yahX7234T,562648,667,WXIA76908283571194,credit
VcmD3673V,,649,RHCI41221812677427,Debit
yRtu1837k,738775,606,KMNY60467260671512,
qEOt0881m,614877,754,YLAP43890958509081,debit
pOBu5031a,533627,788,TTKP66033012607541,Credit
zYpa2491c,754609,619,WMHJ30770148753345,Debit
xXfp9792k,1293338,826,IDAX51486626192334,debit
WOdd7195w,668445,727,IRRI64237744897217,credit
FouJ2812Y,,791,JICQ26300702285532,Credit
SywU5730i,763639,788,SSEI04180883522494,debit
JsIS4077F,785008,714,PTSH47406798743947,debit
wuUD3928r,929210,830,QNVX26101159423689,Debit
HjCs9821q,,760,MGXB37396004036677,debit
XOGy8570U,601220,740,YPIE07180575187758,
XNpu2095U,588062,839,XFQZ86636989778703,
HRFX1863J,299397,740,YGYW69596151670779,Credit
APuh2945g,1031597,830,PREM02704726546185,
lcmg8102F,783859,815,SBWF06241742346082,
PyQF3109H,1113025,834,LFAR97529066999807,Credit
xoMT9940e,,829,YBUZ62148389919283,Credit
DZOd0371x,894962,782,QFDA57059038313435,
NrHc8650U,752641,831,IVXB99173496556202,Credit
HggU1413o,715618,790,HKLT93093309880549,Credit
HQpK8633O,,706,KGFQ31170109940875,debit
VgXO2886K,473723,828,EOME53422569854714,debit
kYlJ5761z,481582,780,TELX92994805587797,Debit
MCwu8528J,358489,600,PNIX94722941416649,debit
UuMp5566K,789577,601,BADF99191089021025,Debit
VqxC8368C,834792,756,BBAT12385170676529,debit
MbHi6004t,676056,653,EPJO94362312970585,
ubXS0433r,780200,755,XLQF91740183256517,
Kjgc8889D,764782,620,WZTB88756448428048,Debit
xLpo5224q,760437,760,HEYU08909660909241,Credit
KnUe4196U,511552,709,UTOH80178797637563,Credit
SSKg5727M,684572,631,GYLJ44096454831016,Credit
fXdX4096v,551171,726,WMFN29419271226534,Credit
XoVP5661M,892376,738,BKHJ71708799343517,
HcuI0604K,1141608,797,PZRJ51564458652806,Credit
jdRU2583z,620146,825,DGCB27919722742098,
foBs7998Y,732457,848,EKUF71243381794316,credit
fEKV6225d,601353,709,BMDA11062854984557,Credit
zGBX8641S,351438,626,LBMO70327659739071,
mFzP2278K,604117,609,IIGC74473521574944,Debit
pper3898X,1058456,706,KTED77086384230630,debit
hQAB6591x,971385,783,WDZM24104779479563,
MPbX5355t,405956,664,EEOG35837408433723,credit
NjCc2597o,572931,751,EYAD27693087088262,Credit
hVdp3521N,669499,691,HBUC11818440075242,Debit
SZht2405C,189315,677,OCYV47972551589885,credit
VInn7053I,1116020,669,IOEH05152351580846,
NUjS8487S,596084,621,TDYO22947611615688,
cqkd0698s,577191,709,LHEE80338656715725,Debit
DPae3940y,682347,744,HVIO85286696393715,debit
sPyo4510y,493395,647,DHXR77532986029845,Debit
MIfl8157m,661939,807,ISFP57777738640986,credit
cpHt8780v,613540,845,TCMN27168605078788,
wRww7620O,597237,651,IDFB24385089231755,Debit
ZdOq4384y,,768,EIZT97529490274582,
jvzQ0843i,,733,AYWK75706426785983,credit
ORoA1689p,439327,617,TLPQ17777050636641,credit
MvCI9264i,511905,821,DFLP91791770725739,debit
RZmi3298t,579813,840,SEOC04658750297846,credit
PKku8262e,,634,RTJG57399793979395,Debit
ujUb8812W,602164,752,AKHW45810954076132,
CVOV5664r,870135,774,VQMW45579448653027,
lbWN2312N,596717,774,VVCW80377763635277,credit
oMoo4999R,789789,799,EXUD95029155071843,credit
iGME0517T,,613,HYGN61194016327522,
Eikm5267o,483429,667,JEVB58820359817732,
AoVQ0604m,650197,635,XUUG92319091232539,debit
NFSu3127D,890029,787,EMVE74902347075907,
MVyU3660u,714621,625,YXTT65533849817188,Credit
IHPT6999Y,527181,672,CHHA62557612659366,credit
DcpH0817I,970760,782,WCVZ61912673810981,
HWOd6086m,767488,614,ZFHQ38140829087290,Credit
XsDk4764B,699072,840,SLWS97612721331966,Credit
jDPC4908f,849328,734,EWDH63413096127943,
SIiz8129A,611279,605,IYOG67248097543887,Credit
DLTm5702D,1031843,625,OJZK22593621271099,credit
TUhf1452h,684508,717,BXZG84807402580689,debit
TyUY7518G,596357,679,BYNU40402916944200,credit
ycXk9268v,,831,ZWYE34351231418651,credit
lXTd9222A,876942,731,SZXV70157965238237,debit
Olhi4474m,789669,811,GJSQ32746592712690,Debit
DFFI0940Z,671118,653,YZFF20089998457113,debit
nLQE0973D,797053,734,XIOK35791942983741,credit
MapJ6719r,880889,843,NJUD64657904127729,Credit
ljdP9830w,994830,808,HIJH51133595169394,
Mtvf0209d,459860,848,BYGD33284036004097,
RsNQ1622S,456875,655,KVJD74168851593247,debit
DVLx9982c,580578,708,XORF19739774262991,debit
yeWB1455J,928136,622,IETB84611151349889,credit
hSrv1472H,312712,639,NHZZ67005735269671,credit
NdgK6833U,872053,777,LMUV71595124918342,credit
YTsB8179M,796524,732,EIWA15523707916221,credit
NwiN5489K,603817,630,SVKQ46418594847885,Debit
ZlNo7877T,637791,656,XVKK77441571923841,debit
bDOY4301h,596021,635,UFGU28532195751939,debit
cvwJ3966Z,645567,717,YWJT69942293804132,Credit
qYet3034t,690830,764,XJHX16185676353250,Credit
hRvv8850z,754963,673,UEQX13660684101269,debit
mvvR9902E,174350,760,RYJZ23312340951819,debit
jODI7027v,512933,772,VIWH23219057445881,Credit
tKUR7608u,617275,733,BWYB70783596577045,Credit
KRvZ8803Y,617627,615,JHII53297115942940,debit
bvyO5124I,380409,726,KGAS50342804370971,debit
lMhY2996W,826015,655,BAXY79874606638432,Credit
AfFp4504x,578462,790,INDB62346644176790,Credit
tlhx7438Y,863163,774,TDQJ30096046203284,
GbZE0317G,552889,600,LZPP08033916412517,Credit
UHtX2357u,621695,672,YSRQ10666025932007,Debit
nUcD2182y,954772,821,OUSC19265684139253,Debit
cRMf8104v,681577,706,YUUJ01803446786028,credit
XQVt7018b,1122626,781,EIGN93198374937115,credit
mmsr9435I,1056595,656,ELJV32216474760302,debit
jkrh5714a,879520,843,TQOI73242495067551,debit
nIwJ9881u,699684,850,YDSC79181488991354,credit
pket4249N,948535,722,ZBPS14245884908921,
ibER5870d,642522,678,YEKF21296593396935,
BzlT1601M,709621,717,XXXX52934274019420,Credit
tvmT9795W,860156,688,FFML68883856409913,Debit
ifZS8179D,546748,649,MVIF67540466219058,Debit
Eooj1747N,689339,667,EZQC28986900412662,
SQvY4562u,477730,771,QIGO76881371193706,debit
EhwE7701D,633193,651,CVCG41132406445339,Credit
KiGg2459z,694794,682,MYHP62107072960462,
YtID1581z,,727,EHHN65748449280599,debit
pJkE9639y,966344,834,RIKD45034672432829,Debit
BYBK1539Y,546962,838,HPXG12629150053385,debit
QQeV5832T,1117026,705,FCOP46857893063517,debit
MDuJ9719g,493642,601,CJJI75681727014850,
eMgR7246M,419955,695,CQPM72711955811339,debit
fniL6570W,667197,666,ZNXX60915715993275,debit
IsyN0227K,645734,614,AWYS89092948379418,debit
tKYR7335t,688181,799,NHAP30135326462925,
aNGz6519i,547797,830,TROH22970660359958,credit
daTJ4058w,677829,622,UAOV09288667047033,Credit
BSLz1403O,742386,695,PFMP43811953284949,Debit
BInQ5666l,456823,605,UECH15289766748055,Debit
yxAj7238s,562470,652,TTHV80903564832881,Credit
PbjU2201F,504301,693,DLMC70291938118748,credit
PZAD6212Y,689572,663,OZKS45916108064574,debit
DGBJ9692C,717904,849,WMIO53246544982215,Credit
BMaK6532F,607793,832,YPNJ58533031786017,Credit
IKxc3846c,598547,752,MSBT46762856282915,
LESf9751j,1152653,664,YOKA67060224935363,Debit
fHNf8478p,538579,819,WKXA37634522669350,Debit
tNdv7189I,,776,PUHF33727950277813,credit
EKUv0778A,587736,791,CYQY45949231054240,
cSMV5442t,667303,843,XASC02505337599035,credit
LkKd9407Q,442581,837,LNIC44672274739291,debit
FfiG4904e,646605,648,KKXW66894476615795,Debit
rrqa4429V,1029592,798,MMWO68373693050177,debit
VjQC1929x,699759,649,AZEW47027228007846,Credit
lZHc2437v,586752,733,TEDD67596381673741,Credit
FWAX1292y,898491,796,YKQN84585581656928,credit
KUwd3723P,594933,841,PGCB89358851050764,credit
DzEt4102E,786787,771,ZCGB78109270306666,debit
EqjH8366B,603338,795,GLVV44750533334604,credit
RuHR0476c,,671,YWST96329174605197,Credit
NPrv1856r,342937,630,IJLV61298982134065,
zDXR4149V,752255,792,XHIN64342365998439,
vRSl3938u,947437,749,VOFO36904794779548,Credit
aAgH8001g,642509,677,MKNP89029920048487,
qmcb7534N,695365,748,AKVZ79147737267479,Credit
MOhT1093h,642410,682,MBXT97773730974280,credit
QWPK1926Z,879887,842,VVNT18567340710732,debit
sDQe2124O,635989,705,GIED86764929438162,credit
qkXe7465r,692431,655,WDLW01763465425035,Debit
dqql0665C,461472,792,EAUJ13862704989293,
zlPF1739g,712485,725,PWCT74394714413191,Debit
NPgC2863T,891873,837,ROGA33243119877248,Credit
eKUq4101X,689595,740,FDYA62737202636943,Credit
POac7072Q,,614,WEDJ34722052197702,
zKaG6425T,1096641,717,BKQW00388515685015,Debit
UXZY7766e,583053,672,ELTR03033191482748,Credit
SXEh8306K,620568,805,BSJS74299431253120,Debit
zdOP8554f,1014492,693,ZKMS09584945150769,Debit
DWXs5851P,603268,617,UMTN46875280497859,Credit
yQmt3280S,,688,CGTL79358829826981,
fOCV6157m,549585,761,JVOH39617294488662,Credit
ULpF2030y,449708,835,XXMA76716256818892,
IZCb1847c,1029267,758,ATSB18245380978325,Credit
zhnZ5050P,1107678,743,YRDC21746157471865,debit
VLoe8782c,666221,702,PULN33769101977815,debit
NcpS2707P,997305,770,QWIK10038875124740,debit
tYgD2020N,708951,684,LUBE89241280983099,credit
hFMZ2911N,444648,797,ITJS49792076809678,debit
vZVR3136z,,768,XTVH01741422123345,
iuYn5198W,719790,713,CUYS83547156648971,Credit
ehrj0925W,908110,659,AFPX87996424308808,Debit
kCpL6258c,753794,817,GZCK53477705584798,
XkbF2196f,833171,620,RFQZ30317894338911,Credit
TPLs0021A,716726,718,DGLP46764886138454,debit
OrHC7232A,1359528,801,REMA55986516011311,credit
MlTF3290N,675735,750,HRDZ10905552494216,debit
aJpm1456h,660620,744,LUMG21851387468129,Credit
WIGo8195D,441919,738,GRAA44100262101972,Credit
hYjR3403E,631346,787,ZNJE96351199264314,Debit
dPxs7220n,748531,843,NGTN37951210123375,
ZWDc6459g,764186,692,JPRJ91179112785958,
YbFG0822h,965003,794,OCLI50529651405653,Credit
LuAm1379V,625094,625,YUCE45842210836469,credit
ogpV5315A,612540,675,ENWG73215642708630,Credit
ELFd3631B,866278,712,UBUY45872170644919,debit
lyxi2397D,709656,708,BPTD77660842025517,Debit
vicS3543K,818731,637,AKUP03958646453616,debit
DDAk0421W,692523,625,JXJP16378718516150,debit
kYYO5349N,485231,643,TIOK48534577650897,credit
fAHF2983n,528175,645,TQGX71289919881833,
aUBV9774p,592804,742,JNLA74223588638836,Credit
oLjK3569a,618872,699,OAFI26561745373577,debit
UXGc6007B,276686,703,IASM02143916094928,credit
CFpf8671J,580902,847,GYBK21499463685895,credit
wspP0632f,801846,687,IPRA82935222272660,credit
TDKV0742L,1055467,845,FFJT62375243247798,credit
TzlY0772x,835916,619,APJC73293940860654,debit
SvHc7016s,226876,710,ZGDW90687967032272,
KYnY6498R,877088,624,EHHG98807878621932,Credit
GRxd1950h,674762,705,KZRB31342037287968,credit
cxxl6579P,404683,705,SPGF97123490923262,
ivpI8183h,363200,614,JHQZ06901551166545,credit
uwrG7933R,909353,622,ZBFJ11497227426684,debit
xwCF6401G,756788,818,PMSH40010780438490,debit
RIsC8178N,769917,763,WWQE85893123148626,
ffzl5137s,698814,753,EGMR50826339892846,debit
hSjF1124j,822638,778,ADAU19496820863656,Debit
ARIi3804E,799834,649,VXCD18028957787790,credit
smeb5670Z,632377,615,QGST15329417106560,
LvPP3856Y,565133,778,BEUD06458712684002,debit
JCDt5798K,557376,699,FEGU52576614539978,debit
oExs2424X,665881,660,QLUU67504667236640,debit
DkNk0254T,830118,700,WNQD81367332291922,Debit
TSQY8422j,824836,604,KRVR54454188131900,Credit
uKiC2310q,1116514,648,XIOZ64329844553501,credit
TcQu5238w,407602,612,SKJN35804509457624,
kIth2578b,624061,670,SPTK65906580786008,debit
ujaV6727I,741992,734,FHKG92851222283162,debit
sWKQ8547j,736538,632,JYSP83455694563520,Credit
UEci9751R,876941,616,PGEZ67024588546605,
zNoC8140w,813959,802,MDZM88306580931451,Credit
PmLH1509o,555802,602,TENP06341573943123,Debit
ICRQ4301f,857803,635,SIYK73186869726127,Debit
uMMG8637d,795981,656,LQII97137644849252,Credit
xyxa5626s,863359,697,JJOE49319023518214,credit
JfnU5547C,682604,809,VNCQ65040215050277,Debit
ZUBU6742A,908931,735,GSJV05058540383006,Credit
jntE2991H,571307,762,HQXG14157233152937,debit
faAO5196r,620072,844,GCJT58523006448195,credit
TKWi6287m,710468,751,NRIV25974687366995,
FctL2648t,763929,753,HXME09421132833323,Credit
bYaj7873q,1110884,840,VHEL99133753546532,
AlFS4714P,561875,623,BPZF28170854401578,credit
FeMV3014x,651506,736,WIBY87756413689183,
qORE9796S,330004,746,NWNX23175798550660,debit
bqkL1589d,514353,642,ETBU79712066609262,
wkdr2572x,651287,761,SPWT01800880588027,credit
sHOe6504G,752686,720,FFTS65667942579836,Credit
WkIu3219u,597651,810,XRUQ91481351932720,credit
ILwj4451a,899531,774,ELPG27993376799845,
XFAv2845k,1122881,823,TEMP58647723961955,Credit
omYJ1328N,419807,724,DNVA95695018205192,Credit
ADeh8881i,764819,690,FSJG02864333295609,
SxiC0754M,745954,811,KTRY06930365991694,Debit
bVho8524i,887394,712,SOAY08930665371894,Credit
nifB2342S,614437,751,LDVC40756693175241,Debit
